nom,cate,lat,lon,ico,cod,cod_old,estado
MONTE GRANDE,CO,-7.22499,-79.15323,M,100090,000396,DIFERIDO
PUENTE  MAYGASBAMBA,HLG,-6.67411,-78.52437,H,221110,220307,DIFERIDO
QUEBRADA SHUGAR,PLU,-6.68778,-78.45694,M,100113,153108,DIFERIDO
CHUGUR,PLU,-6.66878,-78.738,M,106077,153208,DIFERIDO
LA CASCARILLA,CO,-5.67175,-78.89767,M,105062,000349,DIFERIDO
CHONTALI,CO,-5.64389,-79.09,M,105065,000250,DIFERIDO
CACAO,HLM,-5.8837,-78.9625,H,220405,220405,DIFERIDO
EL LIMON,CO,-5.91778,-79.31722,M,105057,000241,DIFERIDO
HACIENDA PUCARA,PLU,-6.04167,-79.13389,M,106065,153107,DIFERIDO
SALLIQUE,CO,-5.65886,-79.31264,M,105053,002129,DIFERIDO
COCHALAN,PLU,-5.4654,-78.9888,M,105111,152212,DIFERIDO
COCHALAN,HLG,-5.4651,-78.9885,H,220814,220815,DIFERIDO
LIVES,PLU,-7.0802,-79.04045,M,107055,153111,DIFERIDO
CIRATO,HLG,-6.65579,-79.07395,H,106122,200909,DIFERIDO
CHANCAY BAÑOS,CO,-6.575,-78.86722,M,106022,000395,DIFERIDO
SALCCA,PE,-14.16997,-71.23187,M,114131,114131,DIFERIDO
CHACLLABAMBA,CO,-13.10855,-71.72,M,113139,155518,DIFERIDO
CHONTACHACA,CO,-13.02389,-71.46778,M,100030,006671,DIFERIDO
HUANCALPI,CO,-12.58029,-75.24179,M,112142,156126,DIFERIDO
HUACHOS,CO,-13.2206,-75.53348,M,113067,151503,DIFERIDO
SAN JUAN DE CASTROVIRREYNA,CO,-13.21198,-75.62758,M,113082,156114,DIFERIDO
CHOCLOCOCHA,CO,-13.1588,-75.07145,M,113091,156130,DIFERIDO
PAUCARBAMBA,CO,-12.55573,-74.53592,M,112066,000658,DIFERIDO
CORDOVA,PLU,-14.04061,-75.18698,M,114065,157101,DIFERIDO
TUNEL CERO,CO,-13.25932,-75.08596,M,113016,000647,DIFERIDO
CUSICANCHA,CO,-13.50399,-75.29625,M,113086,156121,DIFERIDO
CHALLACA PLU,PLU,-13.7896,-75.40029,M,100025,000009,DIFERIDO
CHALLACA CO,CO,-13.79047,-75.38212,M,113128,006640,DIFERIDO
SANTIAGO DE CHOCORVOS,CO,-13.83308,-75.25083,M,113088,156123,DIFERIDO
TAMBO,CO,-13.69163,-75.27418,M,113087,156122,DIFERIDO
CHINCHAVITO,HLM,-9.515,-75.9425,H,230003,230003,DIFERIDO
CARPISH,CO,-9.70568,-76.09424,M,109020,000454,DIFERIDO
TARUCA,HLM,-9.84694,-76.15111,H,230002,230002,DIFERIDO
PUENTE BELLA,HLM,-9.32369,-76.02977,H,230004,230004,DIFERIDO
PUENTE PEREZ,HLM,-9.34694,-75.9825,H,230001,230001,DIFERIDO
LOS MOLINOS,PLU,-13.9248,-75.6786,M,113244,113244,DIFERIDO
SANTIAGO,PE,-14.1929,-75.64787,M,114105,006642,DIFERIDO
HUALLPOCA,PLU,-14.632,-74.9559,M,114106,156225,DIFERIDO
MADRIGAL,CO,-15.60999,-71.80654,M,115092,157317,DIFERIDO
SUMBAY,HLG,-15.8412,-71.1146,H,204702,204702,DIFERIDO
PILLONES,CO,-15.98124,-71.2167,M,115126,158208,DIFERIDO
PUENTE COLGANTE-SIBAYO,HLG,-15.4942,-71.4637,H,204604,204604,DIFERIDO
PORPERA,CO,-15.3142,-71.3064,M,115101,157329,DIFERIDO
TISCO,CO,-15.3142,-71.30639,M,115098,157325,DIFERIDO
CHICHAS,CO,-15.54811,-72.91831,M,115078,157300,DIFERIDO
SALAMANCA,HLM,-15.5033,-72.8318,H,204501,204501,DIFERIDO
YANAQUIHUA,CO,-15.77649,-72.87584,M,115128,000864,DIFERIDO
LA HACIENDITA,CO,-16.9986,-71.6008,M,117006,000838,DIFERIDO
PULLHUAY (AYAHUASI),CO,-15.1459,-72.7439,M,115084,157309,DIFERIDO
PUICA,CO,-15.06055,-72.69262,M,115082,157307,DIFERIDO
HUANCASANCOS,CO,-13.91694,-74.33361,M,100055,156218,DIFERIDO
HUANTA,CO,-12.9113,-74.2832,M,112068,000660,DIFERIDO
HUASAPAMPA,HLG,-14.26667,-73.95,H,230705,230705,DIFERIDO
LLAUTA,PLU,-14.2466,-74.9255,M,114067,157200,DIFERIDO
LUCANAS,PLU,-14.6204,-74.2328,M,114072,157206,DIFERIDO
LAMPA,PLU,-15.18468,-73.34786,M,115076,157223,DIFERIDO
CHILCAYOC,CO,-13.883,-73.7268,M,113101,156212,DIFERIDO
CHOTANO LAJAS,PLU,-6.5622,-78.7389,M,106084,153235,DIFERIDO
CASCABAMBA,HLM,-7.38332,-78.73377,H,201301,201301,DIFERIDO
OCROS,PLU,-10.40457,-77.40025,M,110051,155105,DIFERIDO
CAHUA,HLG,-10.606,-77.34389,H,202404,202404,DIFERIDO
NUEVO PACHACOTO,PLU,-9.85242,-77.40607,M,109095,109095,DIFERIDO
CHIRIACO,CO,-5.16144,-78.28806,M,105104,000229,DIFERIDO
SANTA MARIA DE NIEVA,CO,-4.83039,-77.93928,M,104060,000256,DIFERIDO
EL PINTOR,PLU,-5.7562,-78.52286,M,105040,152204,DIFERIDO
MAGUNCHAL,PLU,-5.8904,-78.1891,M,105046,152210,DIFERIDO
MAGUNCHAL,HLG,-5.8898,-78.1886,H,221506,221506,DIFERIDO
EL PALTO,CO,-6.00039,-78.47097,M,106121,003332,DIFERIDO
SAN PEDRO,HLM,-9.60776,-77.50963,H,211404,201720,DIFERIDO
SANTIAGO ANTUNEZ DE MAYOLO,MAP,-9.51653,-77.52486,M,109009,000426,DIFERIDO
CHACCHAN,PLU,-9.53519,-77.77536,M,109045,154107,DIFERIDO
PIRA,PLU,-9.58528,-77.70719,M,109048,154110,DIFERIDO
MAYORARCA,PLU,-10.15775,-77.34889,M,110040,150903,DIFERIDO
BUENA VISTA,CO,-9.43371,-78.20825,M,109014,000435,DIFERIDO
CUNYAC,PLU,-13.56334,-72.57594,M,113136,156224,DIFERIDO
CHARCANI,HLG,-16.3109,-71.4949,H,204710,204711,DIFERIDO
LAS SALINAS,CO,-16.3206,-71.1521,M,116046,158209,DIFERIDO
EL FRAYLE,CO,-16.15482,-71.1891,M,116022,000849,DIFERIDO
PATAHUASI-AREQUIPA,CO,-16.05542,-71.41481,M,116073,116073,DIFERIDO
PAMPA DE ARRIEROS,CO,-16.0665,-71.5914,M,116043,158204,DIFERIDO
AYO,CO,-15.6833,-72.2704,M,115088,157313,DIFERIDO
CHACHAS,CO,-15.5025,-72.2686,M,115087,157312,DIFERIDO
GORGOR,PLU,-10.62136,-77.04027,M,110041,151208,DIFERIDO
ARAHUAY,PLU,-11.62091,-76.67034,M,111057,151204,DIFERIDO
HUAMANTANGA,PLU,-11.5,-76.75,M,111085,155209,DIFERIDO
HUAROS,PLU,-11.40743,-76.5758,M,111089,155218,DIFERIDO
PARIACANCHA,HLM,-11.39315,-76.50244,H,202801,202801,DIFERIDO
PARIACANCHA,PLU,-11.39357,-76.50271,M,111067,155112,DIFERIDO
LACHAQUI,PLU,-11.55327,-76.62844,M,111088,155217,DIFERIDO
OBRAJILLO,PLU,-11.45264,-76.62206,M,111159,156133,DIFERIDO
CAÑETE,CP,-13.07475,-76.33042,M,113006,000616,DIFERIDO
PIRCA,PLU,-11.2328,-76.65513,M,111087,155214,DIFERIDO
PALLAC,PLU,-11.34874,-76.80804,M,111083,155205,DIFERIDO
PUERTO ALMENDRA,HLM,-3.82743,-73.37741,H,240302,240302,DIFERIDO
SAN ROQUE,CP,-3.78667,-73.29333,M,103052,000176,DIFERIDO
SEDA LORETO,HLM,-3.7528,-73.281,H,240106,240105,DIFERIDO
ANGAMOS,HLM,-5.1512,-72.8752,H,240401,240111,DIFERIDO
ANGAMOS,CO,-5.1498,-72.8771,M,105078,000269,DIFERIDO
BORJA,PLU,-4.4696,-77.5483,M,104061,000270,DIFERIDO
EL ESTRECHO,CO,-2.4467,-72.6643,M,102006,000110,DIFERIDO
SANTA CRUZ,PLU,-11.19827,-76.63487,M,111081,155202,DIFERIDO
ANTIOQUIA,PE,-12.07773,-76.51359,M,112124,156100,DIFERIDO
CARAMPOMA,PLU,-11.65503,-76.51514,M,111091,155223,DIFERIDO
SHEQUE,PLU,-11.66095,-76.5023,M,111062,151213,DIFERIDO
MILLOC,HLM,-11.57046,-76.35017,H,202902,202902,DIFERIDO
MILLOC,PLU,-11.57131,-76.34995,M,111144,155514,DIFERIDO
CASAPALCA,PLU,-11.63804,-76.23332,M,111114,155446,DIFERIDO
RIO BLANCO,PLU,-11.73447,-76.25967,M,111061,151210,DIFERIDO
TINGO,PLU,-11.61667,-76.48334,M,111066,155111,DIFERIDO
LANGA,PLU,-12.12645,-76.42108,M,112082,151214,DIFERIDO
AUTISHA,PLU,-11.73815,-76.61103,M,111077,155122,DIFERIDO
AUTISHA,HLM,-11.73523,-76.60659,H,202903,202903,DIFERIDO
SAN JOSE DE PARAC,PLU,-11.80053,-76.25811,M,111093,155225,DIFERIDO
SAN MATEO DE OTAO,PLU,-11.847,-76.5636,M,111291,111291,DIFERIDO
HUANCATA,PLU,-12.18618,-76.24066,M,112080,151207,DIFERIDO
SANTIAGO DE TUNA,PLU,-11.9832,-76.5242,M,111092,155224,DIFERIDO
AMBAR,PLU,-10.75484,-77.2668,M,110042,151211,DIFERIDO
PAMPA LIBRE,CO,-10.86578,-76.97,M,110053,155107,DIFERIDO
PACHAMACHAY,PLU,-11.06525,-76.9141,M,111084,155207,DIFERIDO
PACCHO,PLU,-10.95602,-76.93473,M,110056,155200,DIFERIDO
PARQUIN,PLU,-10.96665,-76.71983,M,110063,155212,DIFERIDO
LAGUNA SURASACA,HLG,-10.5213,-76.7885,H,202601,202601,DIFERIDO
LAGUNA SURASACA,PLU,-10.5238,-76.7867,M,110059,155206,DIFERIDO
LAGUNA COCHAQUILLO,PLU,-10.80394,-76.65537,M,110092,155291,DIFERIDO
OYON,CO,-10.66769,-76.7687,M,110020,000541,DIFERIDO
ANDAJES,PLU,-10.78333,-76.9,M,110057,155201,DIFERIDO
YAURICOCHA,PLU,-12.31478,-75.71209,M,112096,155450,DIFERIDO
AYAVIRI,PLU,-12.38208,-76.13672,M,112128,156104,DIFERIDO
CARANIA,PE,-12.3444,-75.87215,M,112133,156109,DIFERIDO
VILCA,PE,-12.11457,-75.82617,M,112135,156111,DIFERIDO
HUAÑEC,PLU,-12.29359,-76.13902,M,112127,156103,DIFERIDO
SAN PEDRO DE PILAS,PLU,-12.4548,-76.22559,M,112081,151212,DIFERIDO
TANTA,PE,-12.11667,-76.01667,M,112130,156106,DIFERIDO
AMAZONAS,CO,-3.76397,-73.25492,M,103057,000154,DIFERIDO
SANTA MARIA NANAY,HLM,-3.8891,-73.6961,H,240001,240110,DIFERIDO
MANITI,PE,-3.5203,-72.8409,M,103009,150201,DIFERIDO
TIMICURILLO,PLU,-3.5237,-73.0835,M,103011,150204,DIFERIDO
TIMICURILLO,HLM,-3.5237,-73.0834,H,240202,240202,DIFERIDO
BELLAVISTA,HLM,-3.4786,-73.068,H,240111,260102,DIFERIDO
BELLAVISTA,PLU,-3.4788,-73.068,M,103012,150205,DIFERIDO
LA LIBERTAD,PLU,-3.4863,-73.2337,M,103014,150207,DIFERIDO
LA LIBERTAD,HLM,-3.4863,-73.2339,H,240112,260201,DIFERIDO
SANTA CRUZ,PLU,-3.5169,-73.1526,M,103013,150206,DIFERIDO
SANTA CRUZ,HLM,-3.51725,-73.15411,H,240109,240109,DIFERIDO
SANTA MARIA DE NANAY,PLU,-3.8889,-73.6971,M,103030,152409,DIFERIDO
SANTA CLOTILDE,CO,-2.48757,-73.67919,M,102009,000177,DIFERIDO
SANTA CLOTILDE,HLM,-2.487,-73.679,H,240110,260101,DIFERIDO
SANTO TOMAS PUNCHANA,HLM,-3.69279,-73.25625,H,240304,240304,DIFERIDO
ENAPU PERU,HLM,-3.72722,-73.23694,H,240102,240101,DIFERIDO
YURIMAGUAS ENP,HLM,-5.898,-76.101,H,230602,230602,DIFERIDO
SHANUSI,CO,-6.067,-76.2505,M,100132,153315,DIFERIDO
LAGUNAS,PLU,-5.2194,-75.6661,M,100080,152304,DIFERIDO
BORJA,HLM,-4.47,-77.548,H,220107,220107,DIFERIDO
NAUTA,HLM,-4.5146,-73.5831,H,221402,221401,DIFERIDO
SAN REGIS,PE,-4.51301,-73.90751,M,104098,150212,DIFERIDO
SAN REGIS,HLM,-4.5132,-73.9076,H,220105,220105,DIFERIDO
SANTA RITA DE CASTILLA,PE,-4.5922,-74.3806,M,104065,152401,DIFERIDO
SANTA ROSA,PLU,-4.22636,-69.95629,M,104010,150209,DIFERIDO
SANTA ROSA,HLM,-4.2242,-69.9535,H,240108,240108,DIFERIDO
REQUENA,CO,-5.04308,-73.83612,M,105095,000280,DIFERIDO
REQUENA,HLM,-5.0411,-73.84,H,250101,250101,DIFERIDO
FLOR DE PUNGA,HLM,-5.4077,-74.1569,H,251100,231302,DIFERIDO
FLOR DE PUNGA,PE,-5.4055,-74.1591,M,105092,152405,DIFERIDO
TAMANCO,PLU,-5.7921,-74.289,M,105091,152403,DIFERIDO
BRETAÑA,PE,-5.2539,-74.3444,M,105090,152402,DIFERIDO
BAGAZAN,PE,-4.724,-73.5321,M,104067,152406,DIFERIDO
GENARO HERRERA,HLM,-4.902,-73.6715,H,251104,231303,DIFERIDO
CONTAMANA,CO,-7.3526,-75.0064,M,100034,000387,DIFERIDO
PAMPA UMALZO (TITIJONES),CO,-16.8439,-70.5494,M,116052,158309,DIFERIDO
TUMILACA,PLU,-17.1277,-70.8369,M,117031,158314,DIFERIDO
OTORA,HLG,-17.0073,-70.8536,H,214700,204812,DIFERIDO
OTORA,PLU,-17.0041,-70.8504,M,117024,158302,DIFERIDO
ICHUÑA,CO,-16.14109,-70.5427,M,100059,158310,DIFERIDO
MIRAFLORES,MAP,-5.17528,-80.61654,M,105100,000207,DIFERIDO
PORCULLA,PLU,-5.83964,-79.50572,M,100105,152132,DIFERIDO
HACIENDA SHUMAYA,PLU,-5.36681,-79.36056,M,105024,152128,DIFERIDO
TULUCE,PLU,-5.47718,-79.34742,M,105023,152127,DIFERIDO
HACIENDA BIGOTE,PLU,-5.3209,-79.7857,M,105015,152111,DIFERIDO
ALAMOR,PLU,-4.47749,-80.3979,M,104044,152153,DIFERIDO
ALAMOR,HLM,-4.47401,-80.39915,H,200322,200324,DIFERIDO
PANANGA,PLU,-4.51556,-80.73945,M,104014,152101,DIFERIDO
PROGRESO,CO,-14.6717,-70.3678,M,114040,000778,DIFERIDO
SAN GABAN,CO,-13.4609,-70.41,M,113119,156401,DIFERIDO
DESAGUADERO,CO,-16.56327,-69.03682,M,116060,000883,DIFERIDO
CALLACAME,PLU,-16.57225,-69.31697,M,116075,116075,DIFERIDO
CAPAZO,CO,-17.1827,-69.7391,M,117041,158326,DIFERIDO
COJATA,CO,-15.0118,-69.3612,M,115053,000827,DIFERIDO
RAMIS,PLU,-15.2558,-69.8739,M,270200,157733,DIFERIDO
TARACO,CO,-15.31167,-69.97247,M,115047,000816,DIFERIDO
SANTA LUCIA,CO,-15.6941,-70.5993,M,115140,000865,DIFERIDO
SANTA ROSA,CO,-14.6178,-70.79278,M,114047,000823,DIFERIDO
CHUQUIBAMBILLA,CP,-14.7879,-70.7285,M,114035,000764,DIFERIDO
ISLA SOTO,CO,-15.56221,-69.48898,M,100065,000817,DIFERIDO
JULIACA,CO,-15.4441,-70.2078,M,115138,007454,DIFERIDO
PUENTE ISLA CABANILLAS,HLM,-15.4718,-70.224,H,210406,210406,DIFERIDO
LAMPA,HLM,-15.4437,-70.2092,H,210405,210405,DIFERIDO
CUYO CUYO,CO,-14.4888,-69.55,M,114096,157418,DIFERIDO
LIMBANI,CO,-14.1397,-69.687,M,114049,000825,DIFERIDO
LIMBANI,HLG,-14.1481,-69.6902,H,260501,260501,DIFERIDO
TAMBOPATA,CO,-14.2252,-69.1593,M,114043,000790,DIFERIDO
TAHUACO - YUNGUYO,CO,-16.30783,-69.07472,M,116030,000882,DIFERIDO
ISLA SUANA,CO,-16.3299,-68.85034,M,116009,000822,DIFERIDO
DOS DE MAYO (J. OLAYA),CO,-7.4071,-76.4139,M,107069,153225,DIFERIDO
CUZCO-BIAVO,PLU,-7.2544,-76.4771,M,107095,153345,DIFERIDO
BIAVO,HLG,-7.25497,-76.47778,H,221804,221804,DIFERIDO
LA UNION,CO,-7.16319,-76.49275,M,107013,000384,DIFERIDO
NUEVO LIMA,CO,-7.09629,-76.47234,M,107089,153312,DIFERIDO
CUÑUMBUQUE,PLU,-6.5083,-76.48076,M,106094,153311,DIFERIDO
SHANAO,PLU,-6.41312,-76.60028,M,106115,153328,DIFERIDO
SHANAO,HLG,-6.41291,-76.60001,H,221802,221802,DIFERIDO
PACAYZAPA,CO,-6.2818,-76.7617,M,110127,110127,DIFERIDO
HUAYABAMBA,PLU,-7.2636,-76.7349,M,107101,153350,DIFERIDO
CAMPANILLA,CO,-7.48433,-76.65311,M,100019,003304,DIFERIDO
PICOTA,PLU,-6.9199,-76.3302,M,106095,153313,DIFERIDO
NARANJILLO,CO,-5.80964,-77.39319,M,105103,000219,DIFERIDO
PELEJO,CO,-6.21531,-75.8025,M,106112,153322,DIFERIDO
PUCALLPA - HUIMBAYOC,PLU,-6.45278,-75.84556,M,106110,153320,DIFERIDO
NAVARRO,CO,-6.37587,-75.73143,M,106018,000386,DIFERIDO
CUMBAZA,HLG,-6.4725,-76.382,H,221801,221801,DIFERIDO
SAN ANTONIO,CO,-6.41274,-76.4072,M,106096,153314,DIFERIDO
LAGUNA SAUCE,HLM,-6.6927,-76.2162,H,221806,221807,DIFERIDO
CANAL UCHUSUMA,HLM,-17.5807,-69.6264,H,215000,205206,DIFERIDO
PAUCARANI,CO,-17.53291,-69.78039,M,117043,158328,DIFERIDO
CAIRANI,CO,-17.28121,-70.36269,M,117030,158313,DIFERIDO
ARICOTA,CO,-17.32913,-70.23731,M,117054,117054,DIFERIDO
CHUAPALCA ALTERNATIVA ALTA,HLM,-17.28727,-69.6435,M,117060,117060,DIFERIDO
CHUAPALCA,HLM,-17.2981,-69.6468,H,270900,211706,DIFERIDO
LA FRONTERA,CO,-17.3824,-69.4864,M,117049,158332,DIFERIDO
CHUAPALCA,CO,-17.3088,-69.6618,M,117013,000860,DIFERIDO
TALABAYA,PE,-17.5526,-69.9868,M,117039,158323,DIFERIDO
VILACOTA,CO,-17.07906,-70.04302,M,117014,000861,DIFERIDO
VILACOTA,HLM,-17.0786,-70.0424,H,211705,211707,DIFERIDO
CABO INGA,CO,-3.97594,-80.40182,M,103043,000139,DIFERIDO
EL SALTO,CO,-3.45171,-80.2802,M,103041,000135,DIFERIDO
MATAPALO,PLU,-3.68277,-80.19857,M,103008,150112,DIFERIDO
PUCALLPA,CP,-8.41323,-74.57185,M,108021,000449,DIFERIDO
EL BOQUERON,CO,-8.5825,-74.86611,M,109090,109090,DIFERIDO
EL MARONAL,CP,-8.44999,-75.09681,M,108027,000459,DIFERIDO
HUANCANO,CO,-13.60118,-75.62102,M,113009,000639,DIFERIDO
ACOPALCA,CO,-11.9873,-75.1035,M,111174,111174,DIFERIDO
PUENTE BREÑA,PLU,-12.0521,-75.2404,M,112263,112263,DIFERIDO
RIO TULUMAYO,PLU,-11.2091,-75.3348,M,111281,111281,DIFERIDO
PUERTO OCOPA,CO,-11.1467,-74.3051,M,111039,000572,DIFERIDO
RIO PALLANGA,HLM,-11.1865,-76.32569,H,230801,230902,DIFERIDO
RUMICHACA,HLM,-11.69886,-76.10639,H,230803,230908,DIFERIDO
YAULI,PLU,-11.66667,-76.08333,M,111099,155235,DIFERIDO
JULCAN,PLU,-8.04229,-78.48607,M,108043,154101,DIFERIDO
TALLA (GUADALUPE),CP,-7.28005,-79.4191,M,100136,000325,DIFERIDO
HUANGACOCHA,PLU,-7.9375,-78.0681,M,107092,153327,DIFERIDO
LAGUNA HUANGACOCHA,HLM,-7.9325,-78.06705,H,220204,220204,DIFERIDO
MOLLEPATA,PE,-8.19137,-77.95397,M,108046,154106,DIFERIDO
HUACAMARCANGA,PE,-8.1221,-78.2937,M,108048,154112,DIFERIDO
HUACAMARCANGA,HLM,-8.1081,-78.2876,H,201717,201717,DIFERIDO
QUIRUVILCA,PLU,-8.00422,-78.30791,M,108044,154102,DIFERIDO
TINAJONES,CP,-6.65493,-79.4279,M,106049,000335,DIFERIDO
INCAHUASI,CP,-6.23389,-79.31806,M,106037,000307,DIFERIDO
CUEVA BLANCA,PLU,-6.1313,-79.4045,M,106060,153102,DIFERIDO
PUCHACA,CO,-6.37361,-79.46951,M,106120,003114,DIFERIDO
PUCHACA,HLG,-6.37317,-79.46697,H,200801,200802,DIFERIDO
CERRO DE ARENA,CO,-5.92461,-80.20463,M,105122,105122,DIFERIDO
PASAJE SUR,CO,-5.91741,-79.97184,M,105121,105121,DIFERIDO
CUTERVO,CO,-6.37964,-78.80512,M,106057,,REAL
LLAUCANO CORELLAMA,HLG,-6.68656,-78.51823,H,221106,,REAL
BAMBAMARCA,CP,-6.67655,-78.51834,M,100015,,REAL
JAEN,CP,-5.67664,-78.77416,M,105067,,REAL
SAN IGNACIO,CO,-5.14708,-78.99512,M,105058,,REAL
CHIRINOS,CO,-5.3085,-78.89759,M,105074,,REAL
NAMBALLE,CO,-4.99953,-79.08862,M,105107,,REAL
TABACONAS,CO,-5.31567,-79.2849,M,105056,,REAL
SAN MARCOS,CO,-7.32249,-78.1727,M,107006,,REAL
SONDOR-MATARA,CO,-7.23687,-78.21262,M,107038,,REAL
SAN MIGUEL,CO,-6.99684,-78.85308,M,106038,,REAL
QUILCATE,CO,-6.82275,-78.744,M,106039,,REAL
