nom,cate,lat,lon,ico,cod,cod_old,estado
SAN ALEJANDRO,CO,-8.83444,-75.21639,M,100121,,REAL
SAN ALEJANDRO,HLM,-8.83091,-75.21281,H,250103,,REAL
RIO GRANDE,CO,-14.52648,-75.21306,M,114006,,REAL
PAMPA BLANCA,PE,-14.23731,-75.10407,M,114066,,REAL
HACIENDA BERNALES,CO,-13.74114,-75.96641,M,100046,,REAL
SANTA ANA,MAP,-12.00955,-75.22158,M,112083,,REAL
PUENTE BREÑA,HLG,-12.05216,-75.24051,H,230931,,REAL
VIQUES,CO,-12.15603,-75.2283,M,112037,,REAL
RUNATULLO,CO,-11.61812,-75.01224,M,100119,,REAL
JAUJA,CO,-11.7479,-75.1301,M,111005,,REAL
COMAS,CO,-11.74794,-75.13012,M,111031,,REAL
INGENIO,CO,-11.87521,-75.29665,M,111097,,REAL
PICHANAKI,CO,-10.93352,-74.86681,M,110008,,REAL
RIO TULUMAYO,HLM,-11.2091,-75.3348,H,250501,,REAL
RICRAN,CO,-11.54,-75.5273,M,111095,,REAL
JUNIN,CO,-11.14328,-75.98878,M,111583,,REAL
SATIPO,CO,-11.2247,-74.6087,M,111038,,REAL
TARMA,CO,-11.3967,-75.6899,M,111029,,REAL
HUASAHUASI,CO,-11.2677,-75.6391,M,111030,,REAL
MARCAPOMACOCHA,CO,-11.4044,-76.32487,M,111028,,REAL
YANTAC,CO,-11.34583,-76.40453,M,111076,,REAL
LA OROYA,CO,-11.57177,-75.95762,M,111046,,REAL
HUAYAO,CP,-12.0402,-75.32049,M,112056,,REAL
SAN JUAN DE JARPA,CO,-12.12454,-75.43178,M,112028,,REAL
LAIVE,CO,-12.25229,-75.36053,M,112059,,REAL
TRUJILLO,CO,-8.11203,-78.9851,M,108068,,REAL
CHERREPE,CO,-7.11887,-79.56118,M,100028,,REAL
CALLANCAS,CO,-7.76747,-78.47727,M,107054,,REAL
SALPO,CO,-8.00535,-78.6071,M,108001,,REAL
HUAMACHUCO,CO,-7.81916,-78.04013,M,107009,,REAL
CACHICADAN,CO,-8.09184,-78.14938,M,108045,,REAL
REQUE,CO,-6.88613,-79.8355,M,106046,,REAL
OYOTUN,CO,-6.86394,-79.32062,M,106109,,REAL
SIPAN,CO,-6.80141,-79.60002,M,106036,,REAL
CAYALTI,CP,-6.8808,-79.547,M,106042,,REAL
JAYANCA,CO,-6.33159,-79.76869,M,106047,,REAL
PASABAR,CP,-5.83722,-79.81908,M,105076,,REAL
LAMBAYEQUE,CP,-6.73438,-79.90894,M,106108,,REAL
CAMPO DE MARTE,CP,-12.07053,-77.04317,M,112171,,REAL
CHOSICA,PLU,-11.92986,-76.68975,M,111060,,REAL
CHOSICA,HLG,-11.92983,-76.68973,H,202906,,REAL
ÑAÑA,CO,-11.98744,-76.84194,M,111023,,REAL
PUENTE HUACHIPA,HLM,-12.01281,-76.89441,H,202910,,REAL
YONAN GORE,EHA,-7.25592,-79.09909,H,4726E508,,AUTOMATICA
CUTERVO GORE,EMA,-6.37914,-78.81339,M,4726A602,,AUTOMATICA
TUNEL CHOTANO,EHMA,-6.54049,-78.78432,H,47E1F02E,,AUTOMATICA
CUMBA,EHA,-5.94135,-78.66413,H,472B3006,,AUTOMATICA
BAMBAMARCA M,EMA,-6.67981,-78.52346,M,472680EE,,AUTOMATICA
BAMBAMARCA H,EHA,-6.66975,-78.54119,H,4726D092,,AUTOMATICA
CHUGUR,EMA,-6.66878,-78.738,M,4727F484,,AUTOMATICA
JAEN,EMA,-5.67667,-78.77418,M,47269398,,AUTOMATICA
SAUZAL,EHMA,-5.77168,-79.39769,H,105136,,AUTOMATICA
HUALLAPE,EHA,-5.45077,-78.69579,H,472A571A,,AUTOMATICA
SAN IGNACIO,EMA,-5.14422,-78.99989,M,4726706A,,AUTOMATICA
SAN MARCOS,EAMA,-7.32249,-78.17269,M,4725E206,,AUTOMATICA
TONGOD,EHMA,-6.74456,-78.81392,H,47E207A4,,AUTOMATICA
CAÑAD,EHMA,-6.64934,-78.99733,H,47E1C5B4,,AUTOMATICA
CIRATO,EHMA,-6.65583,-79.07384,H,4724D566,,AUTOMATICA
PUENTE AMBAN,EHMA,-6.58271,-78.91262,H,47E1E358,,AUTOMATICA
CHANCAY BAÑOS,EMA,-6.57489,-78.86721,M,47E3055E,,AUTOMATICA
CALCA,EMA,-13.33333,-71.95524,M,472976F8,,AUTOMATICA
NUEVO PISAC,EHMA,-13.42264,-71.85388,M,472A6280,,AUTOMATICA
PAYAPUNKU,EAMA,-14.4261,-71.28145,M,114126,,AUTOMATICA
SICUANI,EAMA,-14.23736,-71.23669,M,4726158C,,AUTOMATICA
SIBINACOCHA,EMA,-13.92214,-71.01823,M,47E8B578,,AUTOMATICA
QUISOQUIPINA,EMA,-13.79505,-70.88622,M,472E025C,,AUTOMATICA
SALCCA,EHA,-14.16991,-71.23186,H,114118,,AUTOMATICA
MARCA CUNKA,EMA,-14.49847,-72.08952,M,114123,,AUTOMATICA
HUAYHUAHUASI,EAMA,-14.67242,-71.51991,M,114124,,AUTOMATICA
QUILLABAMBA,EAMA,-12.85644,-72.69174,M,4729B3E6,,AUTOMATICA
PONGO DE MAINIQUE,EMA,-12.24986,-72.82447,M,112264,,AUTOMATICA
SAN PABLO,EMA,-13.02506,-72.61988,M,4729658E,,AUTOMATICA
PICHARI,EMA,-12.52296,-73.83956,M,47E880E2,,AUTOMATICA
PAUCARTAMBO,EHA,-13.3177,-71.59741,H,210007,,AUTOMATICA
ACJANACO ,EMA,-13.19672,-71.61941,M,4722A338,,AUTOMATICA
MARCAPATA ,EMA,-13.58954,-70.96281,M,4722B04E,,AUTOMATICA
QORIHUAYRACHINA,EMA,-13.22419,-72.43383,M,4729867C,,AUTOMATICA
INTIHUATANA H,EHA,-13.18517,-72.52319,H,472935F2,,AUTOMATICA
INTIHUATANA M,EMA,-13.17418,-72.56036,M,472852EE,,AUTOMATICA
HUAYLLABAMBA,EMA,-13.26581,-72.44881,M,4727C11E,,AUTOMATICA
PACAYMAYO,EMA,-13.23419,-72.49841,M,4729950A,,AUTOMATICA
CHILCA,EHA,-13.2235,-72.34056,H,472A9204,,AUTOMATICA
COCHAMARCA,EAMA,-12.99,-75.51019,M,4720CDF8,,AUTOMATICA
CHALLACA GORE,EHMA,-13.7898,-75.417,H,47284198,,AUTOMATICA
CORDOVA GORE,EMA,-14.03333,-75.16667,M,4728F216,,AUTOMATICA
CHALLACA,EMA,-13.7905,-75.3821,M,472811E4,,AUTOMATICA
COCHABAMBA GRANDE,EMA,-12.2179,-74.5103,M,112269,,AUTOMATICA
HUANUCO,EMA,-9.9378,-76.24793,M,109082,,AUTOMATICA
CHINCHAVITO,EHA,-9.515,-75.9425,H,472D0552,,AUTOMATICA
TARUCA,EHA,-9.84694,-76.15111,H,472B730C,,AUTOMATICA
SAN MARTIN,EMA,-9.40385,-76.76482,M,4720EB14,,AUTOMATICA
CACHICOTO,EMA,-9.18361,-76.35028,M,47E845FC,,AUTOMATICA
PUENTE BELLA,EHA,-9.32,-76.02778,H,472DA5AA,,AUTOMATICA
TINGO MARIA,EHMA,-9.29601,-76.00207,H,47270400,,AUTOMATICA
PUERTO INCA,EMA,-9.38139,-74.96083,M,4727A4F8,,AUTOMATICA
PUCA PUCA,EAMA,-9.87895,-76.5909,M,109094,,AUTOMATICA
OCUCAJE,EMA,-14.37839,-75.68206,M,47255188,,AUTOMATICA
HUAMANI EL TAMBO GORE,EHMA,-13.84358,-75.58928,H,213503,,AUTOMATICA
BETA SANTIAGO,EMA,-14.23739,-75.67022,M,472A446C,,AUTOMATICA
FONAGRO GORE,EMA,-13.46278,-76.13361,M,4728B11C,,AUTOMATICA
IMATA,EMA,-15.84266,-71.09062,M,47E3834A,,AUTOMATICA
PILLONES,EMA,-15.97861,-71.21333,M,47E373CE,,AUTOMATICA
SUMBAY,EHA,-15.81667,-71.11667,H,472ED434,,AUTOMATICA
COTACOTA,EMA,-15.21331,-71.38955,M,47E8A60E,,AUTOMATICA
VISCA VISCA,EAA,-14.7228,-71.9787,M,114119,,AUTOMATICA
COROPUNA,EMA,-15.53597,-72.61056,M,115150,,AUTOMATICA
COTAHUASI,EMA,-15.21134,-72.89331,M,47280292,,AUTOMATICA
PAMPA CANGALLO,EMA,-13.56184,-74.19889,M,4729D600,,AUTOMATICA
SANTA CRUZ DE HOSPICIO,EAMA,-13.4383,-74.7993,M,113248,,AUTOMATICA
CCONTACC,EMA,-14.5423,-74.2642,M,114122,,AUTOMATICA
PAMPA GALERAS,EMA,-14.66917,-74.40361,M,114127,,AUTOMATICA
HURAY HUMA,EMA,-14.564,-73.5558,M,114121,,AUTOMATICA
CORA CORA,EMA,-15.01139,-73.77917,M,47262016,,AUTOMATICA
RIO GRANDE,EHA,-7.09094,-78.52073,H,472210B6,,AUTOMATICA
COSPAN,EMA,-7.42856,-78.54106,M,472D4658,,AUTOMATICA
CAJABAMBA,EMA,-7.62167,-78.05111,M,4729F0EC,,AUTOMATICA
CRISNEJAS,EHA,-7.4639,-78.1131,H,472A32FC,,AUTOMATICA
CELENDIN,EMA,-6.85303,-78.14487,M,4726631C,,AUTOMATICA
BALSAS,EHMA,-6.84461,-78.03025,H,472501F4,,AUTOMATICA
CHOTA,EMA,-6.55405,-78.67588,M,4726C3E4,,AUTOMATICA
HUAMBOS,EMA,-6.45364,-78.96319,M,47E94706,,AUTOMATICA
PUENTE SAN CARLOS,EHMA,-6.61515,-79.27136,H,47E1D6C2,,AUTOMATICA
LA MUCHALA,EMA,-6.47998,-79.22406,M,47E35522,,AUTOMATICA
CASCABAMBA,EMA,-7.38407,-78.72682,M,472C92CA,,AUTOMATICA
PUENTE CHILETE,EHMA,-7.21968,-78.83798,H,4727470A,,AUTOMATICA
GUZMANGO,EMA,-7.38133,-78.9033,M,472C81BC,,AUTOMATICA
SAUCEPAMPA,EMA,-9.0309,-77.7763,M,109091,,AUTOMATICA
PUENTE CAHUA,EHA,-10.60597,-77.34388,H,472182DA,,AUTOMATICA
RECUAY,EMA,-9.72919,-77.45365,M,47259496,,AUTOMATICA
PACHACOTO,EMA,-9.85243,-77.40607,M,47E89394,,AUTOMATICA
SHAQUEK,EMA,-10.07116,-77.52504,M,110138,,AUTOMATICA
PUENTE SALINAS AMOJAO,EHA,-5.45096,-78.4894,H,472B55E0,,AUTOMATICA
BAGUA,EAMA,-5.66145,-78.53403,M,472C57D4,,AUTOMATICA
CORRAL QUEMADO,EHA,-5.75461,-78.69208,H,472B607A,,AUTOMATICA
MAGUNCHAL,EHA,-5.88987,-78.18876,H,472B2370,,AUTOMATICA
NARANJITO,EHA,-5.81968,-78.27598,H,220907,,AUTOMATICA
BUENA VISTA,EMA,-9.43372,-78.20828,M,109096,,AUTOMATICA
CHAVIN,EAMA,-9.58598,-77.17529,M,4725A10C,,AUTOMATICA
PUENTE CUNYAC,EHA,-13.56213,-72.57525,H,472C44A2,,AUTOMATICA
GRANJA SAN ANTONIO,EAMA,-13.60492,-72.85693,M,47263360,,AUTOMATICA
CASACCANCHA,EMA,-13.98923,-72.29832,M,472A1410,,AUTOMATICA
PUENTE PAMPAS,EHA,-13.43493,-73.82737,H,250900,,AUTOMATICA
TANCAYLLO,EMA,-13.63523,-73.69004,M,113246,,AUTOMATICA
CHARCANI PSI,EHA,-16.31086,-71.49511,H,472147C4,,AUTOMATICA
TINGO GRANDE,EHA,-16.45992,-71.57431,H,472EE1AE,,AUTOMATICA
SAN JOSE DE UZUNA,EMA,-16.58103,-71.32836,M,47E3B6D0,,AUTOMATICA
PUENTE DEL DIABLO PSI,EHA,-16.42665,-71.67507,H,4722E032,,AUTOMATICA
BOLLADERO,EHA,-16.58989,-72.00886,H,47E26242,,AUTOMATICA
PATAHUASI,EMA,-16.05542,-71.41481,M,47E360B8,,AUTOMATICA
SOCOSANI,EHA,-16.25944,-71.72056,H,47E27134,,AUTOMATICA
OCOÑA,EHMA,-16.427,-73.1145,H,472D23BE,,AUTOMATICA
HUATIAPA PSI,EHA,-16.00806,-72.48355,H,214400,,AUTOMATICA
CHIVAY,EMA,-15.64163,-71.60169,M,4723D752,,AUTOMATICA
HUANCA,EMA,-16.03458,-71.88108,M,47E3A5A6,,AUTOMATICA
SAN MARTIN DE PORRES,EAA,-12.00889,-77.08447,M,112265,,AUTOMATICA
SANTA ANITA,EMA,-12.04302,-76.97144,M,112208,,AUTOMATICA
HUAROS,EAMA,-11.40744,-76.57584,M,4725F170,,AUTOMATICA
CAÑETE,EMA,-13.07475,-76.33042,M,113249,,AUTOMATICA
SOCSI,EHA,-13.02825,-76.1945,H,472191AC,,AUTOMATICA
SANTO DOMINGO,EHMA,-11.37,-77.02833,H,47E214D2,,AUTOMATICA
PIRCA,EMA,-11.23284,-76.65514,M,47E34654,,AUTOMATICA
PUENTE CALLANTAMA,EHA,-11.2989,-76.8518,H,47E22148,,AUTOMATICA
PALLAC,EMA,-11.34875,-76.80799,M,47E31628,,AUTOMATICA
EMA PAMPA DE MAJES,EMA,-16.33565,-72.15266,M,4729E39A,,AUTOMATICA
HUANCAVELICA,EMA,-12.77163,-75.01237,M,472722EC,,AUTOMATICA
VICHAYCOCHA,EHA,-11.13916,-76.62455,H,47E257D8,,AUTOMATICA
SANTA CRUZ,EMA,-11.19827,-76.63487,M,47E330C4,,AUTOMATICA
CALLANCA,EHA,-11.38887,-76.76952,H,47E244AE,,AUTOMATICA
CUCHUANCA,EHA,-11.20158,-76.7881,H,47E2323E,,AUTOMATICA
MATUCANA,EMA,-11.83911,-76.378,M,472CE45A,,AUTOMATICA
PUENTE ANTAPUCRO,EHA,-12.0333,-76.6333,H,212700,,AUTOMATICA
RIO BLANCO,EHMA,-11.73447,-76.25961,H,212604,,AUTOMATICA
CASAPALCA,EMA,-11.638,-76.23325,M,472D73C2,,AUTOMATICA
AUTISHA,EHA,-11.73361,-76.60639,H,47A03AC4,,AUTOMATICA
SAN MATEO ,EHA,-11.76012,-76.30111,H,212605,,AUTOMATICA
SAN MATEO DE OTAO,EMA,-11.847,-76.56359,M,472EC742,,AUTOMATICA
SANTA EULALIA,EHMA,-11.92,-76.66664,M,472E24B0,,AUTOMATICA
SANTIAGO DE TUNA,EMA,-11.9832,-76.5242,M,472CA750,,AUTOMATICA
PICOY,EHMA,-10.92159,-76.73703,H,110139,,AUTOMATICA
SAYAN,EHMA,-11.13472,-77.19833,H,4724966C,,AUTOMATICA
CARANIA,EAMA,-12.3444,-75.87215,M,472364DC,,AUTOMATICA
SANTA CLOTILDE,EMA,-2.48757,-73.67925,M,47271776,,AUTOMATICA
ENAPU PERU,EHMA,-3.72722,-73.23694,H,47252718,,AUTOMATICA
CABALLOCOCHA,EMA,-3.91125,-70.51206,M,4727547C,,AUTOMATICA
PEBAS,EMA,-3.31791,-71.85962,M,47288486,,AUTOMATICA
MALINOWSKY,EMA,-12.93411,-69.5175,M,47E8336C,,AUTOMATICA
IÑAPARI,EAMA,-10.95589,-69.578,M,472587E0,,AUTOMATICA
MOQUEGUA,EAMA,-17.17874,-70.93267,M,4723F1BE,,AUTOMATICA
12 DE OCTUBRE,EAMA,-10.60641,-76.52927,M,110137,,AUTOMATICA
OXAPAMPA,EMA,-10.59417,-75.38417,M,4725D79C,,AUTOMATICA
PUERTO BERMUDEZ,EAMA,-10.28619,-74.94356,M,109093,,AUTOMATICA
BOCATOMA CHIPILLICO,EHA,-4.7142,-80.11825,M,47E0E1A2,,AUTOMATICA
TAMBO GRANDE,EHA,-4.93848,-80.34703,H,47E0522C,,AUTOMATICA
HUALCUY,EMA,-4.74701,-79.60729,M,47E281B0,,AUTOMATICA
AYABACA,EMA,-4.63776,-79.71077,M,472606FA,,AUTOMATICA
PAIMAS,EMA,-4.63439,-79.94584,M,472FC5B8,,AUTOMATICA
EL CIRUELO,EHA,-4.29899,-80.1673,H,47E9177A,,AUTOMATICA
PUENTE MACARA,EHA,-4.39338,-79.96412,H,47E0C74E,,AUTOMATICA
HUANCABAMBA,EMA,-5.24681,-79.45399,M,472FE354,,AUTOMATICA
HUARMACA,EMA,-5.56586,-79.52544,M,472761E6,,AUTOMATICA
PUENTE ÑACARA,EHA,-5.1128,-80.17296,H,47E0415A,,AUTOMATICA
CHULUCANAS,EMA,-5.10844,-80.16954,M,472F6540,,AUTOMATICA
CHALACO,EMA,-5.03389,-79.83,M,472FB328,,AUTOMATICA
SAN PEDRO,EHA,-5.07954,-80.0162,H,47E08444,,AUTOMATICA
MORROPON,EMA,-5.19465,-79.97107,M,472F7636,,AUTOMATICA
SALITRAL EHA,EHA,-5.34602,-79.83761,H,47E067B6,,AUTOMATICA
MALACASI,EMA,-5.33977,-79.85794,M,472FA05E,,AUTOMATICA
HACIENDA BARRIOS,EHA,-5.2895,-79.69909,H,47E074C0,,AUTOMATICA
PUENTE SIMON RODRIGUEZ,EHA,-4.87999,-81.02038,H,47E0B1DE,,AUTOMATICA
LANCONES,EMA,-4.6429,-80.54716,M,472FD6CE,,AUTOMATICA
ALAMOR,EHA,-4.47749,-80.39788,H,47E0D438,,AUTOMATICA
LA ARDILLA,EHA,-4.49094,-80.38819,H,47E09732,,AUTOMATICA
PUNO,EMA,-15.82625,-70.01208,M,472DD33A,,AUTOMATICA
ILLPA,EMA,-15.68333,-70.08333,M,472E4156,,AUTOMATICA
LARAQUERI,EMA,-16.13592,-70.04589,M,472CB426,,AUTOMATICA
UPINA,EAMA,-13.88492,-70.08281,M,4721B992,,AUTOMATICA
AYMAÑA,EMA,-13.87279,-70.66759,M,4721AAE4,,AUTOMATICA
ILAVE,EHMA,-16.08825,-69.62592,M,472E112A,,AUTOMATICA
PUENTE CARRETERA,EHA,-15.25544,-69.87381,H,47251282,,AUTOMATICA
LAGUNILLAS,EHMA,-15.74562,-70.6775,H,472E8448,,AUTOMATICA
CRUCERO ALTO,EMA,-15.76448,-70.911,M,47E3903C,,AUTOMATICA
PALCA,EMA,-15.23587,-70.59315,M,472E37C6,,AUTOMATICA
JULIACA,EMA,-15.47106,-70.17122,M,472CF72C,,AUTOMATICA
SHANAO,EHA,-6.41291,-76.60001,H,210006,,AUTOMATICA
HUAYABAMBA,EHA,-7.26861,-76.73694,H,212600,,AUTOMATICA
NARANJILLO,EMA,-5.80997,-77.39328,M,4724851A,,AUTOMATICA
EL PORVENIR,EMA,-6.58923,-76.31834,M,4723013A,,AUTOMATICA
CERRO BLANCO,EHA,-17.96873,-70.15231,H,47E13530,,AUTOMATICA
CORUCA,EHA,-17.63312,-70.45456,H,47E1A052,,AUTOMATICA
CAPLINA,EHA,-17.6921,-69.92511,H,47E143A0,,AUTOMATICA
CHALLATA,EHA,-17.81542,-70.09896,H,47E195C8,,AUTOMATICA
REPRESA PAUCARANI,EHA,-17.53436,-69.76499,H,47E113DC,,AUTOMATICA
BOCATOMA EL AYRO,EMA,-17.58019,-69.62673,M,47E2B42A,,AUTOMATICA
CANDARAVE,EMA,-17.268,-70.25409,M,47E2C2BA,,AUTOMATICA
CORACHAY II,EHA,-17.11435,-70.28838,H,47E1654C,,AUTOMATICA
LAGUNA ARICOTA,EHA,-17.37093,-70.30847,H,47E12646,,AUTOMATICA
PUENTE VIEJO,EHA,-17.61756,-70.76097,H,47E186BE,,AUTOMATICA
TICAPAMPA PSI,EHA,-17.47659,-70.54263,H,214800,,AUTOMATICA
TARATA,EMA,-17.47937,-70.03665,M,47E2D1CC,,AUTOMATICA
CHUAPALCA,EMA,-17.30882,-69.66179,M,47E292C6,,AUTOMATICA
PUENTE TALAPALCA,EHA,-17.47487,-70.17265,H,47E150D6,,AUTOMATICA
ANCOAQUE,EHA,-17.19972,-69.93917,H,117059,,AUTOMATICA
VILACOTA,EMA,-17.07909,-70.04302,M,47E2A75C,,AUTOMATICA
SALIDA TUNEL KOVIRE,EHA,-17.23804,-70.00854,H,47E1763A,,AUTOMATICA
REPRESA JARUMAS,EHA,-17.3692,-69.94863,H,47E1B324,,AUTOMATICA
PUENTE TUMBES,EHA,-3.5709,-80.4609,H,47E024BC,,AUTOMATICA
CAMPAMENTO SEDE,EMA,-3.55115,-80.42962,M,472EF2D8,,AUTOMATICA
RICA PLAYA,EMA,-3.81333,-80.4575,M,472F264A,,AUTOMATICA
HUASIMO,EMA,-3.99815,-80.50392,M,472F43AC,,AUTOMATICA
CABO INGA,EMA,-3.97594,-80.40182,M,472F00A6,,AUTOMATICA
CABO INGA,EHA,-3.97873,-80.39938,H,47E01126,,AUTOMATICA
EL TIGRE,EHMA,-3.7687,-80.45689,H,4724A3F6,,AUTOMATICA
CAÑAVERAL,EMA,-3.93905,-80.65055,M,472F13D0,,AUTOMATICA
MATAPALO,EMA,-3.68276,-80.19851,M,472F353C,,AUTOMATICA
PUERTO ESPERANZA,EMA,-9.75028,-70.75028,M,47E87066,,AUTOMATICA
LETRAYOC PSI,EHA,-13.65773,-75.74496,H,213403,,AUTOMATICA
HUAYTAPALLANA,EMA,-11.92667,-75.06167,M,472DF5D6,,AUTOMATICA
SATIPO,EAMA,-11.23361,-74.70028,M,4725C4EA,,AUTOMATICA
TARMA,EAMA,-11.3967,-75.6899,M,47257764,,AUTOMATICA
CHACAPALPA,EMA,-11.7328,-75.7557,M,111288,,AUTOMATICA
MARCAPOMACOCHA,EMA,-11.40443,-76.32508,M,472D9030,,AUTOMATICA
CASA GRANDE,EMA,-7.75031,-79.18869,M,472D30C8,,AUTOMATICA
CALLANCAS,EMA,-7.7675,-78.47729,M,472D8346,,AUTOMATICA
LA FORTUNA,EMA,-7.67042,-78.40242,M,107131,,AUTOMATICA
USQUIL,EMA,-7.8186,-78.41497,M,472D60B4,,AUTOMATICA
PUENTE COINA,EHMA,-7.79636,-78.38012,M,472E74CC,,AUTOMATICA
CAPACHIQUE,EMA,-7.85642,-78.31184,M,472EB1D2,,AUTOMATICA
TICAPAMPA,EMA,-7.91641,-77.90148,M,107130,,AUTOMATICA
QUIRUVILCA,EMA,-8.00419,-78.3079,M,4727319A,,AUTOMATICA
PUENTE PALMIRA,EHMA,-7.54919,-78.81051,M,472E5220,,AUTOMATICA
CASCAS,EMA,-7.47987,-78.82367,M,472EA2A4,,AUTOMATICA
LUCMA,EMA,-7.64333,-78.55135,M,472D552E,,AUTOMATICA
EL TAMBO,EHMA,-7.57398,-78.70655,M,47E0A2A8,,AUTOMATICA
MARMOT,EMA,-7.7635,-78.66725,M,472CC2B6,,AUTOMATICA
TINAJONES,EMA,-6.65489,-79.42792,M,47E2F720,,AUTOMATICA
TONGORRAPE,EMA,-6.06692,-79.68203,M,47201542,,AUTOMATICA
EL VIRREY,EMA,-5.53579,-79.98416,M,472F50DA,,AUTOMATICA
OLMOS,EMA,-5.83714,-79.81911,M,4726F67E,,AUTOMATICA
ANTONIO RAIMONDI,EMA,-11.77606,-77.15139,M,472A218A,,AUTOMATICA
CAMPO DE MARTE,EMA,-12.07056,-77.04314,M,112181,,AUTOMATICA
VON HUMBOLDT,EMA,-12.08221,-76.93931,M,472AC278,,AUTOMATICA
ÑAÑA,EMA,-11.98744,-76.84194,M,111290,,AUTOMATICA
CHOSICA,EHMA,-11.92986,-76.68964,H,47278214,,AUTOMATICA
SAN JUAN DE LURIGANCHO,EMA,-11.98164,-76.99925,M,112267,,AUTOMATICA
